order_id,order_date,customer_id,region,product_category,product_name,price,quantity,total_value,payment_method,delivery_days,returned
2165,2024-04-24,C167,Norte,Beleza,Perfume,2975,2,5950,Cartão de Crédito,3,No
2166,2024-04-24,C434,Centro-Oeste,Eletrônicos,Notebook,3525,2,7050,Pix,9,No
2167,2024-04-24,C306,Nordeste,Casa,Liquidificador,482,1,482,Cartão de Crédito,5,No
2168,2024-04-24,C413,Norte,Beleza,Shampoo,3044,2,6088,Boleto,7,No
2169,2024-04-24,C411,Norte,Eletrônicos,Fone Bluetooth,314,1,314,Boleto,6,No
2170,2024-04-24,C009,Norte,Beleza,Perfume,2849,2,5698,Pix,5,No
2171,2024-04-24,C384,Sudeste,Roupas,Vestido,1513,3,4539,Pix,2,No
2172,2024-04-24,C193,Nordeste,Roupas,Calça Jeans,2946,2,5892,Boleto,5,No
2173,2024-04-25,C260,Norte,Roupas,Vestido,2010,3,6030,Pix,9,No
2174,2024-04-25,C037,Norte,Eletrônicos,Smartphone,3230,3,9690,Boleto,7,No
2175,2024-04-25,C337,Sudeste,Casa,Microondas,863,1,863,Pix,2,No
2176,2024-04-25,C072,Norte,Casa,Microondas,3719,3,11157,Pix,2,No
2177,2024-04-25,C473,Sul,Eletrônicos,TV 50,1694,2,3388,Pix,7,No
2178,2024-04-25,C020,Nordeste,Beleza,Maquiagem,778,1,778,Cartão de Crédito,2,No
2179,2024-04-25,C279,Nordeste,Beleza,Shampoo,3988,1,3988,Cartão de Crédito,9,No
2180,2024-04-25,C232,Sul,Casa,Liquidificador,3494,2,6988,Pix,10,No
2181,2024-04-25,C055,Nordeste,Casa,Microondas,424,2,848,Boleto,2,Yes
2182,2024-04-25,C413,Norte,Roupas,Vestido,2818,3,8454,Boleto,3,No
2183,2024-04-25,C218,Nordeste,Eletrônicos,TV 50,3933,1,3933,Pix,4,No
2184,2024-04-25,C021,Nordeste,Beleza,Shampoo,3734,2,7468,Pix,4,No
2185,2024-04-25,C342,Sudeste,Roupas,Tênis,798,2,1596,Pix,6,No
2186,2024-04-25,C086,Nordeste,Roupas,Vestido,409,3,1227,Boleto,9,No
2187,2024-04-25,C418,Sudeste,Casa,Air Fryer,1272,2,2544,Pix,10,No
2188,2024-04-25,C481,Nordeste,Eletrônicos,Notebook,999,2,1998,Boleto,10,Yes
2189,2024-04-25,C342,Nordeste,Roupas,Tênis,513,2,1026,Pix,9,No
2190,2024-04-26,C472,Centro-Oeste,Eletrônicos,TV 50,1273,3,3819,Boleto,8,No
2191,2024-04-26,C225,Sul,Beleza,Perfume,3980,1,3980,Boleto,8,No
2192,2024-04-26,C226,Sudeste,Casa,Liquidificador,2055,3,6165,Pix,7,No
2193,2024-04-26,C422,Norte,Roupas,Calça Jeans,1270,3,3810,Cartão de Crédito,8,No
2194,2024-04-26,C093,Norte,Eletrônicos,Notebook,2452,1,2452,Pix,5,Yes
2195,2024-04-26,C270,Centro-Oeste,Casa,Cafeteira,2997,2,5994,Boleto,10,No
2196,2024-04-26,C168,Centro-Oeste,Eletrônicos,Notebook,2499,1,2499,Cartão de Crédito,4,No
2197,2024-04-26,C302,Nordeste,Casa,Liquidificador,363,1,363,Pix,6,No
2198,2024-04-26,C453,Centro-Oeste,Roupas,Jaqueta,2351,3,7053,Boleto,3,No
2199,2024-04-26,C125,Centro-Oeste,Beleza,Shampoo,2540,1,2540,Pix,9,No
2200,2024-04-26,C347,Norte,Casa,Microondas,519,3,1557,Boleto,2,No
2201,2024-04-26,C254,Norte,Eletrônicos,Smartphone,1660,1,1660,Pix,6,No
2202,2024-04-26,C196,Sul,Roupas,Jaqueta,406,1,406,Pix,10,No
2203,2024-04-26,C144,Norte,Beleza,Kit Skincare,2369,2,4738,Boleto,6,No
2204,2024-04-26,C471,Norte,Casa,Cafeteira,2876,1,2876,Pix,7,No
2205,2024-04-27,C136,Centro-Oeste,Eletrônicos,Smartphone,1187,2,2374,Cartão de Crédito,8,No
2206,2024-04-27,C235,Centro-Oeste,Eletrônicos,TV 50,2357,3,7071,Cartão de Crédito,7,No
2207,2024-04-27,C463,Nordeste,Beleza,Perfume,2660,1,2660,Cartão de Crédito,5,No
2208,2024-04-27,C134,Sudeste,Casa,Microondas,1107,3,3321,Boleto,5,No
2209,2024-04-27,C393,Sudeste,Casa,Microondas,741,2,1482,Cartão de Crédito,5,No
2210,2024-04-27,C113,Sudeste,Casa,Microondas,3382,3,10146,Boleto,6,No
2211,2024-04-27,C013,Sudeste,Beleza,Shampoo,3053,1,3053,Cartão de Crédito,9,No
2212,2024-04-27,C229,Sul,Eletrônicos,TV 50,3398,2,6796,Pix,3,No
2213,2024-04-27,C329,Centro-Oeste,Eletrônicos,TV 50,3027,3,9081,Boleto,5,No
2214,2024-04-28,C105,Norte,Beleza,Perfume,1990,2,3980,Cartão de Crédito,7,No
2215,2024-04-28,C346,Norte,Beleza,Perfume,3728,1,3728,Boleto,4,No
2216,2024-04-28,C024,Sul,Eletrônicos,TV 50,1550,3,4650,Cartão de Crédito,7,No
2217,2024-04-28,C386,Centro-Oeste,Beleza,Maquiagem,3714,2,7428,Boleto,10,Yes
2218,2024-04-28,C048,Sudeste,Beleza,Perfume,2966,3,8898,Boleto,4,No
2219,2024-04-28,C489,Sul,Roupas,Tênis,386,2,772,Boleto,9,No
2220,2024-04-28,C300,Sudeste,Beleza,Shampoo,2548,1,2548,Cartão de Crédito,6,No
2221,2024-04-29,C478,Sul,Eletrônicos,Notebook,2095,1,2095,Cartão de Crédito,3,No
2222,2024-04-29,C485,Centro-Oeste,Casa,Cafeteira,1793,3,5379,Boleto,10,No
2223,2024-04-29,C244,Nordeste,Eletrônicos,Notebook,2768,2,5536,Pix,9,No
2224,2024-04-29,C190,Centro-Oeste,Beleza,Perfume,3354,2,6708,Pix,5,No
2225,2024-04-29,C049,Sudeste,Eletrônicos,Mouse Gamer,2983,1,2983,Boleto,9,No
2226,2024-04-29,C018,Sul,Roupas,Camiseta,2738,3,8214,Boleto,8,No
2227,2024-04-29,C136,Sul,Casa,Air Fryer,2455,2,4910,Boleto,5,No
2228,2024-04-29,C467,Norte,Beleza,Perfume,336,1,336,Cartão de Crédito,6,No
2229,2024-04-29,C174,Sul,Beleza,Shampoo,3032,2,6064,Boleto,6,No
2230,2024-04-29,C436,Centro-Oeste,Eletrônicos,Fone Bluetooth,2730,3,8190,Pix,2,No
2231,2024-04-29,C316,Sul,Roupas,Calça Jeans,2521,2,5042,Boleto,5,No
2232,2024-04-29,C250,Centro-Oeste,Eletrônicos,Fone Bluetooth,527,2,1054,Boleto,8,No
2233,2024-04-29,C108,Sul,Eletrônicos,Notebook,739,1,739,Pix,4,No
2234,2024-04-29,C035,Nordeste,Beleza,Maquiagem,416,3,1248,Cartão de Crédito,9,No
2235,2024-04-29,C223,Nordeste,Beleza,Kit Skincare,1630,1,1630,Boleto,10,Yes
2236,2024-04-29,C330,Nordeste,Beleza,Kit Skincare,3213,3,9639,Boleto,5,No
2237,2024-04-29,C352,Norte,Roupas,Tênis,509,1,509,Cartão de Crédito,5,No
2238,2024-04-30,C087,Norte,Casa,Microondas,591,2,1182,Cartão de Crédito,8,Yes
2239,2024-04-30,C369,Nordeste,Casa,Microondas,3335,1,3335,Cartão de Crédito,10,No
2240,2024-04-30,C387,Sudeste,Eletrônicos,Mouse Gamer,3846,1,3846,Cartão de Crédito,7,No
2241,2024-04-30,C373,Nordeste,Casa,Air Fryer,417,1,417,Boleto,6,No
2242,2024-04-30,C167,Nordeste,Eletrônicos,Mouse Gamer,1760,3,5280,Cartão de Crédito,9,No
2243,2024-04-30,C223,Norte,Eletrônicos,Fone Bluetooth,1678,2,3356,Cartão de Crédito,6,No
2244,2024-04-30,C144,Norte,Casa,Microondas,302,1,302,Boleto,10,No
2245,2024-04-30,C298,Nordeste,Beleza,Perfume,118,3,354,Cartão de Crédito,6,No
2246,2024-04-30,C462,Sul,Eletrônicos,Fone Bluetooth,688,1,688,Pix,2,No
2247,2024-04-30,C367,Nordeste,Eletrônicos,Fone Bluetooth,3647,1,3647,Boleto,5,No
2248,2024-04-30,C071,Sudeste,Casa,Microondas,632,3,1896,Cartão de Crédito,5,No
2249,2024-04-30,C060,Centro-Oeste,Roupas,Camiseta,1108,3,3324,Pix,7,No
2250,2024-04-30,C414,Sudeste,Beleza,Perfume,3565,2,7130,Pix,7,No
2251,2024-04-30,C191,Nordeste,Beleza,Perfume,2530,3,7590,Boleto,9,Yes
2252,2024-04-30,C429,Sudeste,Casa,Liquidificador,1074,3,3222,Cartão de Crédito,8,Yes
2253,2024-04-30,C024,Nordeste,Beleza,Perfume,773,2,1546,Pix,9,No
2254,2024-04-30,C337,Norte,Beleza,Perfume,2608,1,2608,Boleto,7,No
2255,2024-05-01,C029,Norte,Beleza,Perfume,3803,1,3803,Boleto,9,No
2256,2024-05-01,C370,Sudeste,Eletrônicos,Fone Bluetooth,3560,1,3560,Cartão de Crédito,10,No
2257,2024-05-01,C226,Sul,Roupas,Camiseta,394,2,788,Cartão de Crédito,3,No
2258,2024-05-01,C467,Sudeste,Casa,Microondas,642,2,1284,Pix,6,No
2259,2024-05-01,C343,Sul,Casa,Cafeteira,1749,1,1749,Boleto,3,No
2260,2024-05-01,C474,Sul,Casa,Microondas,711,2,1422,Pix,7,Yes
2261,2024-05-01,C465,Sul,Beleza,Perfume,3446,1,3446,Pix,7,No
2262,2024-05-01,C135,Nordeste,Roupas,Calça Jeans,2557,3,7671,Cartão de Crédito,5,No
2263,2024-05-01,C059,Norte,Beleza,Perfume,1279,2,2558,Pix,10,No
2264,2024-05-01,C076,Norte,Beleza,Shampoo,3117,3,9351,Pix,2,No
2265,2024-05-01,C481,Sul,Roupas,Camiseta,1507,2,3014,Cartão de Crédito,10,No
2266,2024-05-01,C288,Norte,Roupas,Jaqueta,1413,1,1413,Cartão de Crédito,10,Yes
2267,2024-05-01,C304,Sul,Roupas,Tênis,3132,3,9396,Pix,4,Yes
2268,2024-05-01,C110,Sudeste,Casa,Microondas,93,2,186,Pix,5,No
2269,2024-05-01,C012,Centro-Oeste,Eletrônicos,Notebook,860,3,2580,Boleto,8,No
2270,2024-05-01,C080,Norte,Casa,Cafeteira,555,3,1665,Cartão de Crédito,9,No
2271,2024-05-01,C190,Nordeste,Roupas,Jaqueta,1234,3,3702,Pix,9,No
2272,2024-05-02,C120,Sul,Beleza,Maquiagem,956,1,956,Boleto,5,No
2273,2024-05-02,C360,Centro-Oeste,Eletrônicos,Fone Bluetooth,3116,1,3116,Boleto,3,No
2274,2024-05-02,C246,Centro-Oeste,Casa,Cafeteira,1581,3,4743,Pix,8,No
2275,2024-05-02,C311,Norte,Eletrônicos,Mouse Gamer,3855,2,7710,Pix,2,Yes
2276,2024-05-02,C470,Norte,Casa,Liquidificador,1952,3,5856,Boleto,9,No
2277,2024-05-02,C334,Centro-Oeste,Eletrônicos,Mouse Gamer,1333,3,3999,Boleto,3,No
2278,2024-05-02,C269,Sudeste,Beleza,Perfume,383,3,1149,Pix,4,No
2279,2024-05-02,C396,Norte,Casa,Microondas,1558,2,3116,Cartão de Crédito,10,No
2280,2024-05-03,C444,Centro-Oeste,Beleza,Perfume,1337,2,2674,Boleto,7,No
2281,2024-05-03,C223,Norte,Beleza,Shampoo,2670,1,2670,Cartão de Crédito,6,No
2282,2024-05-03,C357,Nordeste,Beleza,Shampoo,2090,3,6270,Cartão de Crédito,5,No
2283,2024-05-03,C227,Sul,Eletrônicos,Notebook,1206,1,1206,Cartão de Crédito,4,No
2284,2024-05-03,C265,Nordeste,Roupas,Calça Jeans,3918,2,7836,Boleto,10,No
2285,2024-05-03,C342,Sudeste,Roupas,Calça Jeans,1989,3,5967,Boleto,6,Yes
2286,2024-05-03,C480,Nordeste,Casa,Air Fryer,2625,3,7875,Cartão de Crédito,8,No
2287,2024-05-03,C473,Nordeste,Beleza,Shampoo,957,2,1914,Cartão de Crédito,10,No
2288,2024-05-03,C053,Norte,Casa,Air Fryer,2088,1,2088,Boleto,9,No
2289,2024-05-03,C206,Sudeste,Eletrônicos,Mouse Gamer,2018,1,2018,Cartão de Crédito,9,No
2290,2024-05-03,C118,Nordeste,Casa,Liquidificador,728,2,1456,Boleto,4,No
2291,2024-05-04,C375,Sudeste,Roupas,Camiseta,3303,3,9909,Cartão de Crédito,10,No
2292,2024-05-04,C199,Sul,Casa,Air Fryer,3013,2,6026,Cartão de Crédito,6,No
2293,2024-05-04,C340,Nordeste,Beleza,Kit Skincare,3385,2,6770,Boleto,3,No
2294,2024-05-04,C475,Sudeste,Beleza,Kit Skincare,536,1,536,Cartão de Crédito,8,No
2295,2024-05-04,C344,Sudeste,Beleza,Maquiagem,1868,1,1868,Cartão de Crédito,2,No
2296,2024-05-04,C006,Nordeste,Beleza,Maquiagem,2538,3,7614,Pix,2,No
2297,2024-05-04,C065,Centro-Oeste,Eletrônicos,TV 50,197,3,591,Cartão de Crédito,10,No
2298,2024-05-04,C465,Sudeste,Eletrônicos,Notebook,852,2,1704,Cartão de Crédito,8,Yes
2299,2024-05-04,C160,Centro-Oeste,Roupas,Jaqueta,3224,1,3224,Pix,8,No
2300,2024-05-05,C179,Norte,Roupas,Jaqueta,3181,2,6362,Pix,9,Yes
2301,2024-05-05,C500,Norte,Roupas,Vestido,3755,3,11265,Pix,2,No
2302,2024-05-05,C214,Sul,Beleza,Shampoo,1605,3,4815,Cartão de Crédito,6,No
2303,2024-05-05,C452,Nordeste,Roupas,Camiseta,575,2,1150,Pix,8,No
2304,2024-05-05,C329,Sudeste,Roupas,Tênis,436,2,872,Cartão de Crédito,5,No
2305,2024-05-05,C027,Sudeste,Roupas,Jaqueta,2894,2,5788,Cartão de Crédito,3,No
2306,2024-05-05,C093,Sudeste,Eletrônicos,Notebook,2461,1,2461,Boleto,10,No
2307,2024-05-05,C153,Sudeste,Casa,Liquidificador,3560,3,10680,Pix,10,No
2308,2024-05-05,C294,Sudeste,Eletrônicos,TV 50,2112,3,6336,Cartão de Crédito,10,No
2309,2024-05-05,C161,Centro-Oeste,Roupas,Vestido,327,2,654,Pix,9,No
2310,2024-05-05,C242,Norte,Roupas,Tênis,4000,2,8000,Cartão de Crédito,6,No
2311,2024-05-06,C142,Sudeste,Eletrônicos,TV 50,212,2,424,Pix,7,No
2312,2024-05-06,C110,Norte,Eletrônicos,TV 50,3469,1,3469,Cartão de Crédito,3,No
2313,2024-05-06,C146,Nordeste,Eletrônicos,Notebook,1952,2,3904,Pix,3,No
2314,2024-05-06,C029,Sudeste,Roupas,Tênis,3421,1,3421,Pix,10,No
2315,2024-05-06,C446,Sudeste,Casa,Cafeteira,3287,3,9861,Cartão de Crédito,2,No
2316,2024-05-06,C032,Sul,Eletrônicos,Notebook,3377,2,6754,Cartão de Crédito,3,No
2317,2024-05-06,C357,Sudeste,Beleza,Perfume,3775,1,3775,Boleto,5,No
2318,2024-05-06,C129,Sul,Casa,Liquidificador,3315,3,9945,Pix,7,No
2319,2024-05-07,C380,Nordeste,Casa,Microondas,1977,2,3954,Pix,6,No
2320,2024-05-07,C403,Sul,Beleza,Perfume,2629,2,5258,Pix,5,No
2321,2024-05-07,C148,Sudeste,Casa,Liquidificador,1256,2,2512,Boleto,2,No
2322,2024-05-07,C158,Sudeste,Beleza,Maquiagem,2108,2,4216,Cartão de Crédito,2,No
2323,2024-05-07,C086,Norte,Roupas,Vestido,1004,1,1004,Boleto,7,No
2324,2024-05-07,C325,Centro-Oeste,Eletrônicos,Notebook,2174,1,2174,Boleto,2,No
2325,2024-05-07,C055,Norte,Roupas,Tênis,3410,3,10230,Boleto,3,No
2326,2024-05-07,C209,Sul,Casa,Cafeteira,2067,3,6201,Boleto,5,No
2327,2024-05-07,C306,Norte,Casa,Cafeteira,492,2,984,Boleto,6,No
2328,2024-05-07,C219,Nordeste,Roupas,Camiseta,3182,3,9546,Cartão de Crédito,3,No
2329,2024-05-07,C231,Sul,Casa,Liquidificador,500,2,1000,Cartão de Crédito,10,No
2330,2024-05-07,C422,Centro-Oeste,Eletrônicos,Notebook,487,2,974,Pix,3,No
2331,2024-05-07,C214,Sul,Casa,Air Fryer,404,1,404,Boleto,7,No
2332,2024-05-07,C402,Sul,Casa,Microondas,3314,3,9942,Boleto,7,No
2333,2024-05-07,C114,Sudeste,Eletrônicos,TV 50,2882,1,2882,Pix,9,No
2334,2024-05-07,C268,Sudeste,Roupas,Jaqueta,2666,2,5332,Pix,2,No
2335,2024-05-08,C329,Nordeste,Beleza,Kit Skincare,980,3,2940,Boleto,10,Yes
2336,2024-05-08,C499,Sul,Beleza,Shampoo,620,3,1860,Pix,4,No
2337,2024-05-08,C060,Sudeste,Roupas,Calça Jeans,515,2,1030,Pix,5,No
2338,2024-05-08,C014,Nordeste,Roupas,Calça Jeans,2269,1,2269,Boleto,4,No
2339,2024-05-08,C256,Sul,Casa,Air Fryer,2560,3,7680,Cartão de Crédito,10,No
2340,2024-05-08,C480,Norte,Roupas,Calça Jeans,2034,1,2034,Pix,8,No
2341,2024-05-08,C302,Centro-Oeste,Eletrônicos,Notebook,1701,1,1701,Boleto,4,No
2342,2024-05-08,C079,Norte,Eletrônicos,Notebook,3406,2,6812,Cartão de Crédito,7,No
2343,2024-05-08,C456,Centro-Oeste,Beleza,Perfume,1649,1,1649,Pix,6,No
2344,2024-05-09,C259,Nordeste,Roupas,Tênis,2384,2,4768,Pix,8,No
2345,2024-05-09,C426,Sudeste,Roupas,Tênis,942,3,2826,Boleto,2,No
2346,2024-05-09,C073,Sudeste,Eletrônicos,Fone Bluetooth,2193,1,2193,Cartão de Crédito,2,No
2347,2024-05-09,C258,Sudeste,Beleza,Perfume,1410,3,4230,Cartão de Crédito,4,No
2348,2024-05-09,C292,Sudeste,Eletrônicos,Mouse Gamer,3334,3,10002,Boleto,10,No
2349,2024-05-09,C304,Centro-Oeste,Beleza,Shampoo,3847,1,3847,Pix,5,No
2350,2024-05-09,C168,Norte,Eletrônicos,Notebook,1152,2,2304,Cartão de Crédito,8,Yes
2351,2024-05-09,C057,Centro-Oeste,Beleza,Shampoo,1710,1,1710,Boleto,9,No
2352,2024-05-09,C225,Nordeste,Casa,Cafeteira,3267,3,9801,Pix,3,No
2353,2024-05-09,C381,Sudeste,Beleza,Maquiagem,3860,1,3860,Pix,9,No
2354,2024-05-09,C144,Norte,Roupas,Camiseta,1227,3,3681,Cartão de Crédito,5,No
2355,2024-05-09,C161,Norte,Eletrônicos,Smartphone,2029,3,6087,Pix,3,No
2356,2024-05-10,C228,Norte,Casa,Microondas,248,2,496,Cartão de Crédito,6,No
2357,2024-05-10,C363,Norte,Casa,Microondas,3396,1,3396,Pix,6,No
2358,2024-05-10,C399,Sul,Casa,Microondas,3470,2,6940,Pix,8,No
2359,2024-05-10,C223,Sul,Eletrônicos,Mouse Gamer,1703,2,3406,Boleto,8,Yes
2360,2024-05-10,C046,Nordeste,Roupas,Tênis,1313,2,2626,Boleto,7,No
2361,2024-05-10,C319,Sudeste,Roupas,Camiseta,3831,2,7662,Pix,6,No
2362,2024-05-10,C370,Centro-Oeste,Eletrônicos,Fone Bluetooth,1726,3,5178,Boleto,9,No
2363,2024-05-11,C112,Sul,Beleza,Shampoo,3941,2,7882,Boleto,10,No
2364,2024-05-11,C114,Nordeste,Roupas,Calça Jeans,3548,2,7096,Cartão de Crédito,9,No
2365,2024-05-11,C240,Sudeste,Eletrônicos,TV 50,3872,1,3872,Pix,7,No
2366,2024-05-11,C206,Sul,Eletrônicos,Mouse Gamer,1786,2,3572,Cartão de Crédito,5,No
2367,2024-05-11,C197,Norte,Eletrônicos,Mouse Gamer,2365,2,4730,Boleto,6,No
2368,2024-05-11,C491,Norte,Roupas,Tênis,2274,1,2274,Boleto,6,No
2369,2024-05-11,C327,Sul,Beleza,Shampoo,3918,1,3918,Cartão de Crédito,7,No
2370,2024-05-11,C011,Centro-Oeste,Beleza,Perfume,2364,3,7092,Boleto,2,No
2371,2024-05-11,C428,Sul,Roupas,Camiseta,848,2,1696,Boleto,7,No
2372,2024-05-11,C331,Sul,Beleza,Kit Skincare,1080,3,3240,Pix,6,No
2373,2024-05-11,C043,Norte,Eletrônicos,Smartphone,2335,3,7005,Pix,5,No
2374,2024-05-11,C170,Centro-Oeste,Eletrônicos,Notebook,606,3,1818,Cartão de Crédito,10,No
2375,2024-05-11,C082,Sul,Beleza,Kit Skincare,1074,2,2148,Boleto,2,Yes
2376,2024-05-11,C238,Centro-Oeste,Casa,Cafeteira,3003,1,3003,Boleto,3,No
2377,2024-05-11,C386,Norte,Beleza,Maquiagem,1217,1,1217,Boleto,8,No
2378,2024-05-11,C252,Centro-Oeste,Casa,Microondas,2221,3,6663,Cartão de Crédito,6,No
2379,2024-05-12,C249,Centro-Oeste,Beleza,Maquiagem,1419,2,2838,Cartão de Crédito,3,No
2380,2024-05-12,C337,Sul,Eletrônicos,Mouse Gamer,2740,1,2740,Pix,7,No
2381,2024-05-12,C414,Norte,Beleza,Shampoo,3692,3,11076,Cartão de Crédito,8,No
2382,2024-05-12,C189,Sudeste,Roupas,Jaqueta,2748,2,5496,Boleto,5,No
2383,2024-05-12,C091,Sudeste,Beleza,Perfume,1394,1,1394,Pix,3,No
2384,2024-05-12,C050,Norte,Beleza,Shampoo,2092,2,4184,Cartão de Crédito,8,No
2385,2024-05-12,C269,Sudeste,Casa,Air Fryer,1947,1,1947,Cartão de Crédito,3,No
2386,2024-05-12,C475,Centro-Oeste,Beleza,Maquiagem,3077,2,6154,Pix,7,No
2387,2024-05-12,C221,Sul,Roupas,Jaqueta,1445,3,4335,Pix,10,No
2388,2024-05-12,C009,Sudeste,Roupas,Tênis,346,2,692,Pix,9,No
2389,2024-05-12,C151,Norte,Beleza,Maquiagem,3227,1,3227,Boleto,6,No
2390,2024-05-12,C291,Sudeste,Beleza,Shampoo,3917,3,11751,Cartão de Crédito,7,No
2391,2024-05-12,C481,Sul,Beleza,Kit Skincare,889,3,2667,Boleto,7,No
2392,2024-05-13,C348,Norte,Eletrônicos,Notebook,3343,1,3343,Boleto,3,No
2393,2024-05-13,C043,Norte,Eletrônicos,Mouse Gamer,3049,1,3049,Cartão de Crédito,5,No
2394,2024-05-13,C122,Centro-Oeste,Eletrônicos,TV 50,890,2,1780,Cartão de Crédito,4,No
2395,2024-05-13,C122,Sudeste,Casa,Air Fryer,598,2,1196,Pix,8,No
2396,2024-05-13,C250,Norte,Beleza,Kit Skincare,1587,2,3174,Cartão de Crédito,10,No
2397,2024-05-13,C379,Nordeste,Beleza,Maquiagem,3342,1,3342,Boleto,10,No
2398,2024-05-13,C494,Nordeste,Eletrônicos,Smartphone,2410,2,4820,Boleto,9,No
2399,2024-05-13,C397,Sudeste,Beleza,Shampoo,2625,1,2625,Boleto,2,No
2400,2024-05-13,C402,Nordeste,Beleza,Shampoo,573,2,1146,Cartão de Crédito,6,No
2401,2024-05-13,C038,Sudeste,Eletrônicos,Smartphone,1374,2,2748,Cartão de Crédito,4,No
2402,2024-05-13,C253,Sul,Casa,Cafeteira,1511,3,4533,Pix,6,No
2403,2024-05-13,C496,Nordeste,Roupas,Jaqueta,1532,1,1532,Pix,2,No
2404,2024-05-14,C319,Norte,Roupas,Camiseta,2857,1,2857,Boleto,5,No
2405,2024-05-14,C032,Norte,Casa,Air Fryer,3671,1,3671,Boleto,10,No
2406,2024-05-14,C252,Sul,Roupas,Jaqueta,3517,2,7034,Boleto,8,No
2407,2024-05-14,C074,Nordeste,Eletrônicos,Fone Bluetooth,609,2,1218,Cartão de Crédito,2,Yes
2408,2024-05-14,C319,Centro-Oeste,Eletrônicos,Mouse Gamer,277,3,831,Cartão de Crédito,8,No
2409,2024-05-14,C388,Norte,Casa,Liquidificador,3848,1,3848,Pix,8,No
2410,2024-05-14,C341,Norte,Casa,Air Fryer,2615,1,2615,Cartão de Crédito,8,No
2411,2024-05-14,C152,Nordeste,Beleza,Kit Skincare,2584,3,7752,Cartão de Crédito,4,No
2412,2024-05-15,C241,Centro-Oeste,Beleza,Shampoo,1810,1,1810,Boleto,8,No
2413,2024-05-15,C352,Sul,Eletrônicos,TV 50,2051,3,6153,Cartão de Crédito,4,No
2414,2024-05-15,C268,Sul,Roupas,Vestido,2116,2,4232,Pix,7,No
2415,2024-05-15,C137,Sudeste,Eletrônicos,Fone Bluetooth,3447,3,10341,Boleto,2,No
2416,2024-05-15,C144,Sul,Eletrônicos,Mouse Gamer,2057,2,4114,Pix,2,No
2417,2024-05-15,C211,Sul,Roupas,Vestido,2344,2,4688,Pix,9,No
2418,2024-05-15,C452,Norte,Roupas,Vestido,457,2,914,Cartão de Crédito,6,No
2419,2024-05-15,C417,Nordeste,Roupas,Tênis,1612,2,3224,Cartão de Crédito,6,No
2420,2024-05-16,C499,Centro-Oeste,Eletrônicos,TV 50,1604,2,3208,Pix,2,No
2421,2024-05-16,C281,Sul,Beleza,Kit Skincare,1917,3,5751,Boleto,5,No
2422,2024-05-16,C467,Centro-Oeste,Casa,Liquidificador,1479,1,1479,Cartão de Crédito,8,No
2423,2024-05-16,C339,Sudeste,Roupas,Vestido,128,3,384,Pix,7,No
2424,2024-05-16,C072,Nordeste,Casa,Liquidificador,2661,3,7983,Pix,2,No
2425,2024-05-16,C010,Norte,Beleza,Perfume,2524,3,7572,Cartão de Crédito,3,No
2426,2024-05-16,C198,Nordeste,Casa,Air Fryer,880,3,2640,Boleto,6,No
2427,2024-05-16,C182,Sudeste,Roupas,Tênis,2099,2,4198,Boleto,2,No
2428,2024-05-16,C285,Centro-Oeste,Roupas,Tênis,3841,3,11523,Pix,4,No
2429,2024-05-16,C275,Sul,Casa,Cafeteira,599,2,1198,Pix,10,Yes
2430,2024-05-16,C171,Nordeste,Casa,Liquidificador,2618,2,5236,Pix,5,No
2431,2024-05-16,C159,Nordeste,Eletrônicos,Mouse Gamer,3721,2,7442,Pix,8,No
2432,2024-05-16,C303,Norte,Casa,Air Fryer,2794,2,5588,Cartão de Crédito,4,No
2433,2024-05-16,C247,Centro-Oeste,Roupas,Camiseta,2215,1,2215,Pix,7,No
2434,2024-05-16,C021,Norte,Beleza,Kit Skincare,2117,3,6351,Pix,8,No
2435,2024-05-17,C112,Nordeste,Roupas,Calça Jeans,3990,2,7980,Pix,7,No
2436,2024-05-17,C464,Norte,Casa,Air Fryer,1129,2,2258,Boleto,3,No
2437,2024-05-17,C218,Centro-Oeste,Roupas,Vestido,1588,2,3176,Pix,8,No
2438,2024-05-17,C358,Nordeste,Roupas,Jaqueta,692,3,2076,Boleto,6,No
2439,2024-05-17,C280,Sul,Roupas,Calça Jeans,3097,1,3097,Boleto,7,No
2440,2024-05-17,C414,Sul,Roupas,Camiseta,3701,1,3701,Pix,4,No
2441,2024-05-17,C050,Sul,Eletrônicos,TV 50,2362,3,7086,Boleto,2,No
2442,2024-05-17,C192,Nordeste,Beleza,Kit Skincare,3825,2,7650,Cartão de Crédito,4,No
2443,2024-05-17,C323,Centro-Oeste,Roupas,Jaqueta,1049,1,1049,Pix,3,No
2444,2024-05-17,C211,Nordeste,Casa,Air Fryer,3951,3,11853,Pix,7,No
2445,2024-05-17,C051,Centro-Oeste,Roupas,Calça Jeans,190,2,380,Boleto,8,No
2446,2024-05-17,C238,Sudeste,Beleza,Kit Skincare,2482,2,4964,Pix,3,Yes
2447,2024-05-17,C149,Sudeste,Roupas,Tênis,2025,3,6075,Cartão de Crédito,6,No
2448,2024-05-18,C142,Norte,Eletrônicos,Mouse Gamer,3672,2,7344,Pix,9,No
2449,2024-05-18,C324,Sudeste,Casa,Cafeteira,3282,3,9846,Boleto,9,No
2450,2024-05-18,C131,Centro-Oeste,Casa,Cafeteira,2045,1,2045,Cartão de Crédito,2,No
2451,2024-05-18,C095,Sudeste,Eletrônicos,Smartphone,3389,3,10167,Boleto,7,No
